Generated by http://statistics.gov.scot,2018-07-27T10:33:24+00:00
http://statistics.gov.scot/data/scottish-index-multiple-deprivation,Scottish Index of Multiple Deprivation 2004-2012
measure type,Decile
Reference Period,2004
Measure (cell values): ,Decile(Decile)

,,http://statistics.gov.scot/def/concept/simd-domain/access-to-services,http://statistics.gov.scot/def/concept/simd-domain/education-skills-and-training,http://statistics.gov.scot/def/concept/simd-domain/employment,http://statistics.gov.scot/def/concept/simd-domain/health,http://statistics.gov.scot/def/concept/simd-domain/housing,http://statistics.gov.scot/def/concept/simd-domain/income,http://statistics.gov.scot/def/concept/simd-domain/simd
http://statistics.gov.scot/id/statistical-geography/S01005927,S01005927,5,9,7,6,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01005928,S01005928,7,3,2,3,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01005929,S01005929,5,5,3,4,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01005930,S01005930,6,4,4,5,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01005931,S01005931,4,7,6,6,6,6,6
http://statistics.gov.scot/id/statistical-geography/S01005932,S01005932,5,2,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005933,S01005933,4,9,9,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005934,S01005934,10,6,4,4,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01005935,S01005935,9,6,7,4,5,5,6
http://statistics.gov.scot/id/statistical-geography/S01005936,S01005936,5,3,2,2,2,3,2
http://statistics.gov.scot/id/statistical-geography/S01005937,S01005937,2,8,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005938,S01005938,8,2,1,2,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01005939,S01005939,5,1,1,2,1,2,1
http://statistics.gov.scot/id/statistical-geography/S01005940,S01005940,10,4,3,4,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01005941,S01005941,3,9,10,10,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01005942,S01005942,9,6,2,3,7,4,4
http://statistics.gov.scot/id/statistical-geography/S01005943,S01005943,5,6,6,7,5,5,6
http://statistics.gov.scot/id/statistical-geography/S01005944,S01005944,9,6,4,2,4,3,4
http://statistics.gov.scot/id/statistical-geography/S01005945,S01005945,7,6,5,5,4,6,6
http://statistics.gov.scot/id/statistical-geography/S01005946,S01005946,6,4,4,4,3,5,4
http://statistics.gov.scot/id/statistical-geography/S01005947,S01005947,5,1,1,2,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005948,S01005948,2,2,2,3,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01005949,S01005949,4,4,4,4,5,2,4
http://statistics.gov.scot/id/statistical-geography/S01005950,S01005950,4,3,1,3,4,3,2
http://statistics.gov.scot/id/statistical-geography/S01005951,S01005951,10,2,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005952,S01005952,9,5,2,2,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01005953,S01005953,8,4,3,4,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01005954,S01005954,2,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005955,S01005955,5,9,5,4,5,5,6
http://statistics.gov.scot/id/statistical-geography/S01005956,S01005956,4,2,2,2,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01005957,S01005957,10,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01005958,S01005958,3,4,2,2,3,4,2
http://statistics.gov.scot/id/statistical-geography/S01005959,S01005959,5,3,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005960,S01005960,3,4,2,3,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01005961,S01005961,5,1,2,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01005962,S01005962,4,3,3,2,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01005963,S01005963,4,5,2,4,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01005964,S01005964,4,3,2,2,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01005965,S01005965,6,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005966,S01005966,9,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01005967,S01005967,8,3,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01005968,S01005968,1,8,8,5,8,4,6
http://statistics.gov.scot/id/statistical-geography/S01005969,S01005969,5,6,4,5,6,6,5
http://statistics.gov.scot/id/statistical-geography/S01005970,S01005970,5,4,2,3,2,3,3
http://statistics.gov.scot/id/statistical-geography/S01005971,S01005971,5,3,3,2,1,4,3
http://statistics.gov.scot/id/statistical-geography/S01005972,S01005972,4,7,2,3,2,3,3
http://statistics.gov.scot/id/statistical-geography/S01005973,S01005973,6,6,2,3,5,4,3
http://statistics.gov.scot/id/statistical-geography/S01005974,S01005974,7,2,1,2,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01005975,S01005975,8,2,2,2,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01005976,S01005976,5,9,8,6,6,8,8
http://statistics.gov.scot/id/statistical-geography/S01005977,S01005977,7,4,3,4,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01005978,S01005978,5,9,8,8,9,7,8
http://statistics.gov.scot/id/statistical-geography/S01005979,S01005979,4,3,3,3,2,4,3
http://statistics.gov.scot/id/statistical-geography/S01005980,S01005980,4,7,7,7,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01005981,S01005981,2,2,3,2,2,1,2
http://statistics.gov.scot/id/statistical-geography/S01005982,S01005982,3,2,2,2,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01005983,S01005983,2,8,6,7,7,9,7
http://statistics.gov.scot/id/statistical-geography/S01005984,S01005984,4,10,8,7,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01005985,S01005985,5,5,3,4,2,4,4
http://statistics.gov.scot/id/statistical-geography/S01005986,S01005986,5,10,9,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005987,S01005987,4,2,1,2,3,2,1
http://statistics.gov.scot/id/statistical-geography/S01005988,S01005988,2,2,2,2,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005989,S01005989,3,10,8,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01005990,S01005990,4,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01005991,S01005991,6,3,2,2,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01005992,S01005992,2,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005993,S01005993,3,7,7,6,3,8,7
http://statistics.gov.scot/id/statistical-geography/S01005994,S01005994,6,4,4,3,2,5,4
http://statistics.gov.scot/id/statistical-geography/S01005995,S01005995,4,3,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005996,S01005996,2,5,8,8,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01005997,S01005997,5,4,4,2,3,2,3
http://statistics.gov.scot/id/statistical-geography/S01005998,S01005998,4,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005999,S01005999,5,8,7,8,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01006000,S01006000,3,2,2,2,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01006001,S01006001,4,4,1,5,6,6,3
http://statistics.gov.scot/id/statistical-geography/S01006002,S01006002,4,5,3,5,2,2,3
http://statistics.gov.scot/id/statistical-geography/S01006003,S01006003,8,4,2,2,5,4,3
http://statistics.gov.scot/id/statistical-geography/S01006004,S01006004,3,6,7,6,10,8,7
http://statistics.gov.scot/id/statistical-geography/S01006005,S01006005,5,3,3,3,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01006006,S01006006,4,8,6,8,10,9,8
http://statistics.gov.scot/id/statistical-geography/S01006007,S01006007,6,2,2,1,1,2,2
http://statistics.gov.scot/id/statistical-geography/S01006008,S01006008,8,1,1,2,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01006009,S01006009,4,8,8,7,2,8,7
http://statistics.gov.scot/id/statistical-geography/S01006010,S01006010,7,10,9,7,9,9,10
http://statistics.gov.scot/id/statistical-geography/S01006011,S01006011,4,3,2,2,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01006012,S01006012,8,3,1,1,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01006013,S01006013,3,10,9,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01006014,S01006014,8,4,3,2,2,2,3
http://statistics.gov.scot/id/statistical-geography/S01006015,S01006015,7,9,8,7,10,8,9
http://statistics.gov.scot/id/statistical-geography/S01006016,S01006016,4,8,8,8,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01006017,S01006017,6,2,2,3,2,1,2
http://statistics.gov.scot/id/statistical-geography/S01006018,S01006018,4,5,6,7,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01006019,S01006019,10,4,3,2,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01006020,S01006020,7,9,9,9,9,9,10
http://statistics.gov.scot/id/statistical-geography/S01006021,S01006021,8,8,6,7,6,6,7
http://statistics.gov.scot/id/statistical-geography/S01006022,S01006022,6,2,2,2,2,1,2
http://statistics.gov.scot/id/statistical-geography/S01006023,S01006023,7,10,9,8,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01006024,S01006024,6,1,1,1,3,2,1
http://statistics.gov.scot/id/statistical-geography/S01006025,S01006025,10,5,2,3,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01006026,S01006026,7,2,2,1,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01006027,S01006027,9,9,8,7,8,9,10
http://statistics.gov.scot/id/statistical-geography/S01006028,S01006028,9,8,7,6,4,8,8
http://statistics.gov.scot/id/statistical-geography/S01006029,S01006029,10,9,7,7,7,8,9
http://statistics.gov.scot/id/statistical-geography/S01006030,S01006030,9,9,7,8,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01006031,S01006031,5,4,2,3,5,4,3
http://statistics.gov.scot/id/statistical-geography/S01006032,S01006032,10,4,3,3,2,3,3
http://statistics.gov.scot/id/statistical-geography/S01006033,S01006033,4,3,5,5,4,6,5
http://statistics.gov.scot/id/statistical-geography/S01006034,S01006034,9,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01006035,S01006035,4,6,5,5,3,6,5
http://statistics.gov.scot/id/statistical-geography/S01006036,S01006036,3,6,7,8,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01006037,S01006037,7,5,5,5,2,5,5
http://statistics.gov.scot/id/statistical-geography/S01006038,S01006038,9,7,7,6,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01006039,S01006039,6,7,4,5,5,5,5
http://statistics.gov.scot/id/statistical-geography/S01006040,S01006040,5,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01006041,S01006041,10,4,2,1,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01006042,S01006042,4,5,3,3,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01006043,S01006043,9,6,5,4,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01006044,S01006044,9,7,6,4,5,6,7
http://statistics.gov.scot/id/statistical-geography/S01006045,S01006045,7,7,6,7,4,7,7
http://statistics.gov.scot/id/statistical-geography/S01006046,S01006046,9,5,5,6,2,4,5
http://statistics.gov.scot/id/statistical-geography/S01006047,S01006047,4,2,2,1,2,3,2
http://statistics.gov.scot/id/statistical-geography/S01006048,S01006048,7,9,8,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01006049,S01006049,8,4,3,4,6,3,4
http://statistics.gov.scot/id/statistical-geography/S01006050,S01006050,8,5,4,3,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01006051,S01006051,7,4,6,5,2,6,6
http://statistics.gov.scot/id/statistical-geography/S01006052,S01006052,9,8,8,8,4,8,9
http://statistics.gov.scot/id/statistical-geography/S01006053,S01006053,5,7,6,7,6,8,7
http://statistics.gov.scot/id/statistical-geography/S01006054,S01006054,10,6,7,6,3,8,7
http://statistics.gov.scot/id/statistical-geography/S01006055,S01006055,9,8,6,5,4,8,8
http://statistics.gov.scot/id/statistical-geography/S01006056,S01006056,3,10,8,10,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01006057,S01006057,10,3,2,1,1,2,2
http://statistics.gov.scot/id/statistical-geography/S01006058,S01006058,9,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01006059,S01006059,7,3,2,3,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01006060,S01006060,8,4,2,2,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01006061,S01006061,10,2,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01006062,S01006062,10,2,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01006063,S01006063,9,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01006064,S01006064,9,3,1,2,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01006065,S01006065,10,2,1,2,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01006066,S01006066,6,3,3,2,2,3,3
http://statistics.gov.scot/id/statistical-geography/S01006067,S01006067,2,10,9,10,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01006068,S01006068,9,8,8,8,7,7,8
http://statistics.gov.scot/id/statistical-geography/S01006069,S01006069,2,10,10,9,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01006070,S01006070,1,10,10,10,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01006071,S01006071,5,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01006072,S01006072,1,9,10,8,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01006073,S01006073,9,9,8,7,7,7,9
http://statistics.gov.scot/id/statistical-geography/S01006074,S01006074,1,9,9,8,8,10,8
http://statistics.gov.scot/id/statistical-geography/S01006075,S01006075,4,2,2,3,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01006076,S01006076,4,3,4,3,4,4,3
http://statistics.gov.scot/id/statistical-geography/S01006077,S01006077,2,2,3,3,5,4,3
http://statistics.gov.scot/id/statistical-geography/S01006078,S01006078,1,9,7,9,8,8,7
http://statistics.gov.scot/id/statistical-geography/S01006079,S01006079,5,5,3,6,5,5,4
http://statistics.gov.scot/id/statistical-geography/S01006080,S01006080,10,8,7,7,8,7,8
http://statistics.gov.scot/id/statistical-geography/S01006081,S01006081,1,9,9,8,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01006082,S01006082,5,2,3,3,6,2,3
http://statistics.gov.scot/id/statistical-geography/S01006083,S01006083,6,9,6,9,8,7,8
http://statistics.gov.scot/id/statistical-geography/S01006084,S01006084,5,3,6,5,3,5,5
http://statistics.gov.scot/id/statistical-geography/S01006085,S01006085,6,5,7,6,9,6,7
http://statistics.gov.scot/id/statistical-geography/S01006086,S01006086,4,6,5,4,5,5,5
http://statistics.gov.scot/id/statistical-geography/S01006087,S01006087,7,4,5,4,8,6,5
http://statistics.gov.scot/id/statistical-geography/S01006088,S01006088,4,7,8,9,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01006089,S01006089,7,6,5,4,7,5,6
http://statistics.gov.scot/id/statistical-geography/S01006090,S01006090,7,2,3,4,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01006091,S01006091,2,10,10,10,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01006092,S01006092,10,4,5,3,6,4,5
http://statistics.gov.scot/id/statistical-geography/S01006093,S01006093,7,4,4,4,7,4,5
http://statistics.gov.scot/id/statistical-geography/S01006094,S01006094,6,5,4,4,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01006095,S01006095,2,7,8,7,8,7,8
http://statistics.gov.scot/id/statistical-geography/S01006096,S01006096,6,2,3,3,2,3,3
http://statistics.gov.scot/id/statistical-geography/S01006097,S01006097,8,4,3,2,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01006098,S01006098,8,4,4,4,7,4,4
http://statistics.gov.scot/id/statistical-geography/S01006099,S01006099,2,7,9,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01006100,S01006100,7,2,1,3,4,1,1
http://statistics.gov.scot/id/statistical-geography/S01006101,S01006101,5,4,3,4,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01006102,S01006102,8,4,2,3,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01006103,S01006103,2,8,9,7,7,10,8
http://statistics.gov.scot/id/statistical-geography/S01006104,S01006104,8,7,3,4,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01006105,S01006105,5,5,3,5,8,3,4
http://statistics.gov.scot/id/statistical-geography/S01006106,S01006106,4,4,4,6,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01006107,S01006107,6,1,3,3,4,4,3
http://statistics.gov.scot/id/statistical-geography/S01006108,S01006108,4,2,4,4,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01006109,S01006109,7,10,7,5,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01006110,S01006110,6,2,2,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01006111,S01006111,3,4,4,5,7,7,5
http://statistics.gov.scot/id/statistical-geography/S01006112,S01006112,2,8,7,10,6,9,8
http://statistics.gov.scot/id/statistical-geography/S01006113,S01006113,4,10,9,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01006114,S01006114,4,5,3,4,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01006115,S01006115,4,10,7,8,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01006116,S01006116,3,10,9,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01006117,S01006117,7,6,5,7,8,5,6
http://statistics.gov.scot/id/statistical-geography/S01006118,S01006118,6,8,8,8,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01006119,S01006119,6,10,10,9,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01006120,S01006120,10,6,7,6,2,7,7
http://statistics.gov.scot/id/statistical-geography/S01006121,S01006121,4,3,4,3,7,6,5
http://statistics.gov.scot/id/statistical-geography/S01006122,S01006122,2,10,7,9,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01006123,S01006123,10,4,3,3,2,3,3
http://statistics.gov.scot/id/statistical-geography/S01006124,S01006124,10,7,3,2,2,3,4
http://statistics.gov.scot/id/statistical-geography/S01006125,S01006125,6,9,7,8,7,5,8
http://statistics.gov.scot/id/statistical-geography/S01006126,S01006126,10,5,6,5,2,4,5
http://statistics.gov.scot/id/statistical-geography/S01006127,S01006127,9,7,9,7,5,8,9
http://statistics.gov.scot/id/statistical-geography/S01006128,S01006128,9,5,6,5,1,6,6
http://statistics.gov.scot/id/statistical-geography/S01006129,S01006129,4,8,7,6,6,8,8
http://statistics.gov.scot/id/statistical-geography/S01006130,S01006130,7,1,2,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01006131,S01006131,1,10,8,9,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01006132,S01006132,8,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01006133,S01006133,4,10,9,8,10,7,9
http://statistics.gov.scot/id/statistical-geography/S01006134,S01006134,5,7,7,7,9,6,7
http://statistics.gov.scot/id/statistical-geography/S01006135,S01006135,7,2,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01006136,S01006136,8,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01006137,S01006137,7,4,5,3,2,3,4
http://statistics.gov.scot/id/statistical-geography/S01006138,S01006138,5,10,8,8,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01006139,S01006139,8,2,2,3,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01006140,S01006140,3,8,9,8,7,8,8
http://statistics.gov.scot/id/statistical-geography/S01006141,S01006141,6,3,3,2,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01006142,S01006142,4,8,8,7,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01006143,S01006143,6,10,10,8,10,10,10
